,text,created_at,retweet_count,favorite_count,id_str,Normalised retweets,Norm likes,weighted score,media,mention,length,time,date
3385,i will do more in the first 30 days in office than hillary has done in the last 30 years! #debate #bigleaguetruth,2016-10-20 01:57:00,7148,15658,7.89e+17,0.042354754,0.040063865,0.041667487,True,False,113,01:57:00,2016-10-20
3386,lyin' ted cruz is now trying to convince prople that his problems with the national enq.were caused by me. i had nothing to do with story!,2016-03-26 19:13:48,6385,19708,7.14e+17,0.037833674,0.050426532999999996,0.041611532,False,False,138,19:13:48,2016-03-26
3387,great meeting with military spouses in virginia- joined by @ivankatrump @laraleatrump @genflynn @mayorrgiuliani.,2016-09-06 22:09:00,6535,18886,7.73e+17,0.038722484,0.048323295,0.041602727,True,True,112,22:09:00,2016-09-06
3388,it is only the people that were never asked to be vp that tell the press that they will not take the position.,2016-05-10 14:03:00,6315,20065,7.3e+17,0.037418896,0.051339982,0.041595222,False,False,110,14:03:00,2016-05-10
3389,people have got to stop working to be so politically correct and focus all of their energy on finding solutions to very complex problems!,2015-12-14 00:33:04,7095,15849,6.76e+17,0.042040707000000004,0.040552573,0.041594267000000004,False,False,137,00:33:04,2015-12-14
3390,i'm with you! i will work hard and never let you down. make america great again!,2016-07-26 23:42:38,7194,15299,7.58e+17,0.042627322,0.039145297,0.041582715,True,False,80,23:42:38,2016-07-26
3391,my statement on nato being obsolete and disproportionately too expensive (and unfair) for the u.s. are now finally receiving plaudits!,2016-03-27 14:23:51,6537,18848,7.14e+17,0.038734335,0.048226065,0.041581854,False,False,134,14:23:51,2016-03-27
3392,the republican party has to be smart strong if it wants to win in november. can't allow lightweights to set up a spoiler indie candidate!,2016-05-29 22:58:27,6133,21019,7.37e+17,0.036340473,0.053780966,0.041572621000000004,False,False,137,22:58:27,2016-05-29
3393,join me in wisconsin tomorrow or colorado on tuesday!green bay- springs- 1pm?,2016-10-16 20:13:36,6904,16850,7.88e+17,0.040908956,0.043113815,0.041570414,True,False,77,20:13:36,2016-10-16
3394,bernie sanders is continuing his quest because he believes that crooked hillary clinton will be forced out of the race - e-mail scandal!,2016-05-22 20:32:33,6102,21146,7.34e+17,0.036156786,0.054105919,0.041541526,False,False,136,20:32:33,2016-05-22
3395,thank you arizona! #votetrump,2016-08-28 14:04:46,6175,20739,7.7e+17,0.03658934,0.053064535,0.041531899,True,False,29,14:04:46,2016-08-28
3396,.@thehill your story about me the carbon tax is absolutely incorrect?it is just the opposite. i will not support or endorse a carbon tax!,2016-05-13 18:40:19,6929,16634,7.31e+17,0.041057091000000004,0.04256114,0.041508306,False,True,137,18:40:19,2016-05-13
3397,if goofy elizabeth warren a very weak senator didn't lie about her heritage (being native american) she would be nothing today. pick her h,2016-07-17 12:24:04,6003,21592,7.55e+17,0.035570172000000004,0.055247092000000005,0.041473248,False,False,138,12:24:04,2016-07-17
3398,thank you nebraska!#makeamericagreatagain #trump2016,2016-05-11 01:04:00,6487,18971,7.3e+17,0.038438065,0.048540783,0.04146888,True,False,52,01:04:00,2016-05-11
3399,i will not let the families of the remembrance project down!,2016-08-24 15:19:24,6944,16487,7.68e+17,0.041145972,0.042185013,0.041457685,True,False,60,15:19:24,2016-08-24
3400,.@mike_pence and i will defeat #vpdebate,2016-10-05 01:54:00,6092,21084,7.83e+17,0.036097532,0.053947281,0.041452457000000005,True,True,40,01:54:00,2016-10-05
3401,#crookedhillary has failed all over the world! ?? #bigleaguetruth #debates2016,2016-10-10 01:43:00,7132,15464,7.85e+17,0.042259947,0.03956748,0.041452207000000005,True,False,78,01:43:00,2016-10-10
3402,moderator: ?respectfully you won?t answer the pay-to-play question.? #debate #bigleaguetruth,2016-10-20 02:02:15,7122,15460,7.89e+17,0.042200693,0.039557245,0.041407659,False,False,92,02:02:15,2016-10-20
3403,thank you for having me this morning @americanlegion. i enjoyed my time with everyone! #alconvention2016,2016-09-01 14:22:00,6264,20032,7.71e+17,0.037116701,0.051255546,0.041358354,True,True,104,14:22:00,2016-09-01
3404,"i am ""the king of debt.""that has been great for me as a businessman but is bad for the country. i made a fortune off of debt will fix u.s.",2016-06-21 16:55:41,6269,19867,7.45e+17,0.037146328,0.050833363,0.041252437999999995,False,False,138,16:55:41,2016-06-21
3405,why would the uschamber be upset by the fact that i want to negotiate better and stronger trade deals or that i want penalties for cheaters?,2016-06-29 13:14:56,6423,19023,7.48e+17,0.038058839,0.048673834000000006,0.041243338,False,False,140,13:14:56,2016-06-29
3406,thank you north carolina! #trump2016 #supertuesday #makeamericagreatagain,2016-03-16 01:33:57,6532,18426,7.1e+17,0.038704708,0.0471463,0.041237186,True,False,73,01:33:57,2016-03-16
3407,do the people of ohio know that john kasich is strongly in favor of common core! in other words education of your children from d.c. no way,2016-03-12 22:47:00,6874,16571,7.09e+17,0.040731194,0.042399942999999995,0.041231818999999996,False,False,139,22:47:00,2016-03-12
3408,thank you north carolina- get out #votetrump on 11/8/2016!#makeamericagreatagain,2016-09-07 00:32:00,6414,19012,7.73e+17,0.038005511,0.048645689000000006,0.041197564,True,False,80,00:32:00,2016-09-07
3409,thank you dayton ohio! 20000 supporters- largest in airport history! #makeamericagreatagain #trump2016,2016-03-12 18:02:00,6545,18296,7.09e+17,0.038781737999999996,0.046813672,0.041191318,True,False,102,18:02:00,2016-03-12
3410,the great state of arizona where i just had a massive rally (amazing people) has a very weak and ineffective senator jeff flake. sad!,2016-09-04 23:05:00,6079,20799,7.73e+17,0.036020502,0.053218056,0.041179768,False,False,133,23:05:00,2016-09-04
3411,highly overrated crazy @megynkelly is always complaining about trump and yet she devotes her shows to me. focus on others megyn!,2016-03-17 16:58:04,5920,21641,7.11e+17,0.035078363,0.055372468,0.041166595,False,True,128,16:58:04,2016-03-17
3412,after crooked @hillaryclinton allowed isis to rise she now claims she'll defeat them? laughable! here's my plan:,2016-10-20 02:26:24,7114,15184,7.89e+17,0.04215329,0.038851049,0.041162618,True,True,112,02:26:24,2016-10-20
3413,'how trump would stimulate the u.s.,2016-09-23 17:32:20,6981,15869,7.79e+17,0.041365212,0.040603747,0.041136772,True,False,35,17:32:20,2016-09-23
3414,lyin' ted cruz can't get votes (i am millions ahead of him) so he has to get his delegates from the republican bosses. it won't work!,2016-04-17 13:38:31,6391,19057,7.22e+17,0.037869226,0.04876083,0.041136707,False,False,133,13:38:31,2016-04-17
3415,'u.s. murders increased 10.8% in 2015' via @wsj:,2016-09-27 14:55:57,7421,13475,7.81e+17,0.043972388,0.034478259,0.041124149,True,True,48,14:55:57,2016-09-27
3416,'over 250000 to lose health insurance in battleground north carolina due to,2016-10-19 22:16:07,7600,12463,7.89e+17,0.045033034000000007,0.031888871,0.041089785,True,False,75,22:16:07,2016-10-19
3417,.@timkaine is the anti-defense senator. #vpdebate #bigleaguetruth,2016-10-05 02:09:00,7067,15320,7.83e+17,0.041874796,0.03919903,0.041072066000000004,True,True,65,02:09:00,2016-10-05
3418,president obama looks and sounds so ridiculous making his speech in cuba especially in the shadows of brussels. he is being treated badly!,2016-03-22 14:53:34,6026,20896,7.12e+17,0.035706456,0.053466248,0.041034394,False,False,138,14:53:34,2016-03-22
3419,statement on melania,2016-07-20 17:02:19,6419,18696,7.56e+17,0.038035137999999996,0.047837145,0.04097574,True,False,20,17:02:19,2016-07-20
3420,lyin? ted cruz even voted against superstorm sandy aid and september 11th help. so many new yorkers devastated. cruz hates new york!,2016-04-18 21:54:52,6725,16996,7.22e+17,0.03984831,0.043487383,0.040940032,False,False,132,21:54:52,2016-04-18
3421,thank you windham new hampshire! #trumppence16 #maga,2016-08-07 02:19:00,6119,20261,7.62e+17,0.036257517999999996,0.05184148400000001,0.040932708,True,False,52,02:19:00,2016-08-07
3422,the media coverage this morning of the very average clinton speech and convention is a joke. @cnn and the little watched @morning_joe = sad!,2016-07-29 12:40:10,5987,20942,7.59e+17,0.035475365,0.053583948,0.04090794,False,True,140,12:40:10,2016-07-29
3423,join me in wilmington ohio tomorrow at 4:00pm! it is time to #draintheswamp! tickets:,2016-11-03 21:28:00,6414,18628,7.94e+17,0.038005511,0.047663154000000006,0.040902804,True,False,85,21:28:00,2016-11-03
3424,thank you for today's endorsement new york veteran police association! #newyorkvalues,2016-04-17 23:04:53,6554,17866,7.22e+17,0.038835067,0.045713437999999995,0.040898578,True,False,85,23:04:53,2016-04-17
3425,thank you! #imwithyou,2016-07-13 12:33:15,6361,18878,7.53e+17,0.037691464,0.048302825,0.040874873,True,False,21,12:33:15,2016-07-13
3426,i would have had many millions of votes more than crooked hillary clinton except for the fact that i had 16 opponents she had one!,2016-06-09 00:54:00,5854,21550,7.41e+17,0.034687287000000004,0.055139627000000004,0.040822989,False,False,130,00:54:00,2016-06-09
3427,i would like to wish everyone a happy and healthy new year. we must all work together to finally make america safe again and great again!,2015-12-31 23:21:49,6776,16495,6.83e+17,0.040150505,0.042205482999999995,0.040766998,False,False,137,23:21:49,2015-12-31
3428,#makeamericagreatagain,2016-07-07 20:06:00,6479,18093,7.51e+17,0.038390662,0.046294259000000004,0.040761741000000004,True,False,22,20:06:00,2016-07-07
3429,wow you are all correct about @foxnews - totally biased and disgusting reporting.,2016-03-10 21:41:00,6483,18064,7.08e+17,0.038414363,0.046220057,0.040756071,False,True,81,21:41:00,2016-03-10
3430,with millions of dollars of negative and phony ads against me by the establishment my numbers continue to go up. can anyone explain this?,2016-03-18 19:44:17,6316,18960,7.11e+17,0.037424821000000004,0.048512637000000004,0.040751166,False,False,137,19:44:17,2016-03-18
3431,thank you waukesha wisconsin! full transcript of my speech,2016-09-29 02:51:57,6675,16991,7.81e+17,0.03955204,0.04347459,0.040728805,True,False,58,02:51:57,2016-09-29
3432,thank you @scottwalker! #americafirst #rncincle,2016-07-21 01:56:56,6218,19450,7.56e+17,0.036844132,0.049766392,0.04072081,True,True,47,01:56:56,2016-07-21
3433,biggest story in politics is now happening in the great state of colorado where over one million people have been precluded from voting!,2016-04-14 03:46:29,6661,17030,7.2e+17,0.039469084,0.043574378,0.040700672,False,False,136,03:46:29,2016-04-14
3434,wacky @nytimesdowd who hardly knows me makes up things that i never said for her boring interviews and column. a neurotic dope!,2016-09-17 17:28:43,6066,20231,7.77e+17,0.035943472000000004,0.051764724000000005,0.040689847,False,True,127,17:28:43,2016-09-17
3435,melania and i extend our deepest condolences to the family of shimon,2016-09-28 17:26:26,6458,18104,7.81e+17,0.038266228,0.046322404000000005,0.040683081,True,False,68,17:26:26,2016-09-28
3436,thank you for your support friendship- governor @chrischristie!#makeamericagreatagain #trump2016,2016-02-26 21:07:16,6275,19074,7.03e+17,0.03718188,0.048804327,0.040668614,True,True,96,21:07:16,2016-02-26
3437,word is that despite a record amount spent on negative and phony ads i had a massive victory in florida. numbers out soon!,2016-03-15 23:06:59,5939,20877,7.1e+17,0.035190946,0.053417633,0.040658952000000005,False,False,122,23:06:59,2016-03-15
3438,the #sotu speech is really boring slow lethargic - very hard to watch!,2016-01-13 03:05:10,6659,16976,6.87e+17,0.039457233,0.043436209,0.040650926000000004,False,False,70,03:05:10,2016-01-13
3439,heading to colorado for a big rally. massive crowd great people! will be there soon - the polls are looking good.,2016-09-17 23:03:47,5616,22547,7.77e+17,0.033277042,0.057690635,0.04060112,False,False,113,23:03:47,2016-09-17
3440,just leaving miami for houston oklahoma and colorado. miami crowd was fantastic!,2016-09-17 01:13:18,5666,22257,7.77e+17,0.033573312,0.056948617,0.040585903,False,False,80,01:13:18,2016-09-17
3441,good news is that my campaign has perhaps more cash than any campaign in the history of politics- b/c i stand 100% behind everything we do.,2016-05-29 21:43:15,6101,19882,7.37e+17,0.036150861,0.050871743,0.040567125,False,False,139,21:43:15,2016-05-29
3442,wisconsin's economy is doing poorly and like everywhere else in u.s. jobs are leaving. i will make our economy strong again - bring in jobs,2016-03-26 19:27:56,6231,19177,7.14e+17,0.036921163,0.049067872,0.040565175,False,False,139,19:27:56,2016-03-26
3443,clinton is weak on north #vpdebate,2016-10-05 02:19:00,6337,18588,7.83e+17,0.037549255,0.047560807000000004,0.040552721,True,False,34,02:19:00,2016-10-05
3444,the state of the union speech was one of the most boring rambling and non-substantive i have heard in a long time. new leadership fast!,2016-01-13 04:32:24,6500,17695,6.87e+17,0.038515095,0.045275903,0.040543337,False,False,135,04:32:24,2016-01-13
3445,#makeamericagreatagain #trump2016,2016-04-07 03:02:00,6485,17759,7.18e+17,0.038426214,0.045439659,0.040530247,True,False,33,03:02:00,2016-04-07
3446,lyin' ted,2016-03-13 20:32:48,7101,14390,7.09e+17,0.04207626,0.036819454,0.040499218,True,False,9,20:32:48,2016-03-13
3447,obama says a wall at our southern border won't enhance our security (wrong) and yet he now wants to build a much bigger wall (fence) at w.h.,2016-05-30 10:41:49,6438,17962,7.37e+17,0.03814772,0.045959071,0.040491126,False,False,140,10:41:49,2016-05-30
3448,thank you to our amazing law enforcement officers! #americafirst,2016-06-11 21:32:00,6340,18482,7.42e+17,0.037567031,0.047289587,0.040483798,True,False,64,21:32:00,2016-06-11
3449,great news that @foxnews has cancelled the additional debate. how many times can the same people ask the same question? i beat cruz debating,2016-03-17 10:40:53,5776,21511,7.1e+17,0.034225106,0.05503983900000001,0.040469526,False,True,140,10:40:53,2016-03-17
3450,#obamacarefail,2016-10-25 15:21:37,7069,14513,7.91e+17,0.041886647,0.037134172,0.040460905,True,False,14,15:21:37,2016-10-25
3451,thank you west virginia. let's keep it going. go out and vote on tuesday - we will win big. #trump2016,2016-05-06 03:19:00,6464,17742,7.28e+17,0.038301781,0.045396161,0.040430095,False,False,102,03:19:00,2016-05-06
3452,clinton is trying to wash away her bad judgement call on brexit with big dollar ads. disgraceful!,2016-06-26 11:36:14,6341,18338,7.47e+17,0.037572956,0.046921135999999995,0.04037741,False,False,97,11:36:14,2016-06-26
3453,.@hillaryclinton - its called extreme vetting! #debates2016,2016-10-10 01:48:00,7115,14149,7.85e+17,0.042159215,0.036202811,0.040372293999999996,True,True,59,01:48:00,2016-10-10
3454,.@hillaryclinton - obama #isis strategy has allowed it to expand to become a global threat #debatenight,2016-09-27 02:36:11,6793,15878,7.81e+17,0.040251237,0.040626775,0.040363897999999995,True,True,103,02:36:11,2016-09-27
3455,saudi arabia and many of the countries that gave vast amounts of money to the clinton foundation- cont'd:,2016-06-13 21:32:44,6969,14923,7.42e+17,0.041294107000000004,0.038183232000000004,0.040360845,True,False,105,21:32:44,2016-06-13
3456,"failed presidential candidate mitt romney the man who ""choked"" and let us all down is now endorsing lyin' ted cruz. this is good for me!",2016-03-18 20:18:14,5816,21141,7.11e+17,0.034462122000000005,0.054093126,0.040351423,False,False,136,20:18:14,2016-03-18
3457,join me tomorrow! #maga 10am- baton rouge la. tickets: grand rapids mi.tickets:,2016-12-08 23:12:00,5904,20652,8.07e+17,0.034983557,0.05284193,0.040341069,True,False,79,23:12:00,2016-12-08
3458,this is happening all over our country?great people being disenfranchised bypoliticians. repub party is in trouble!,2016-04-11 15:29:00,7003,14708,7.2e+17,0.041495571,0.037633116,0.040336834,True,False,115,15:29:00,2016-04-11
3459,clinton?s top aides were mired in conflict of interest at the state department: #bigleaguetruth,2016-10-05 02:26:00,6598,16888,7.83e+17,0.039095784,0.043211045,0.040330362,True,False,95,02:26:00,2016-10-05
3460,join me in mobile alabama on sat. at 3pm! #thankyoutour2016 tickets:,2016-12-15 22:27:16,5573,22280,8.1e+17,0.03302225,0.057007466,0.040217815,True,False,68,22:27:16,2016-12-15
3461,i am returning to the pensacola bay center in florida- friday 9/9/16 at 7pm. join me!,2016-09-03 20:15:00,6278,18464,7.72e+17,0.037199656,0.04724353,0.040212819,True,False,85,20:15:00,2016-09-03
3462,departing farmers round table in boynton beach florida. get out vote- lets #maga! early voting by fl. county:?,2016-10-24 15:55:44,6703,16155,7.91e+17,0.039717951,0.04133553,0.040203225,True,False,110,15:55:44,2016-10-24
3463,thank you for joining me this afternoon new hampshire! will be back soon. #followthemoneyspeech transcript:?,2016-09-29 21:34:57,6463,17431,7.82e+17,0.038295855,0.04460041,0.040187222,True,False,108,21:34:57,2016-09-29
3464,#votetrump #supertuesday?florida?illinois?missouri?north carolina?ohio #trumptrain,2016-03-15 13:43:25,6735,15959,7.1e+17,0.039907564,0.040834028,0.040185503,True,False,82,13:43:25,2016-03-15
3465,wow corey lewandowski my campaign manager and a very decent man was just charged with assaulting a reporter. look at tapes-nothing there!,2016-03-29 16:41:33,6375,17856,7.15e+17,0.03777442,0.045687850999999995,0.040148448999999996,False,False,137,16:41:33,2016-03-29
3466,"i will bring our jobs back to the u.s. and keep our companies from leaving. nobody else can do it. our economy will ""sing"" again.",2016-03-15 16:16:16,6382,17732,7.1e+17,0.037815898,0.045370574000000004,0.040082301,False,False,129,16:16:16,2016-03-15
3467,just heard that crazy and very dumb @morningmika had a mental breakdown while talking about me on the low ratings @morning_joe. joe a mess!,2016-09-02 12:28:00,5828,20685,7.72e+17,0.034533227,0.052926365999999996,0.040051169,False,True,139,12:28:00,2016-09-02
3468,together we can save american jobs american lives and american futures! #debates,2016-10-20 02:29:29,6793,15444,7.89e+17,0.040251237,0.039516306,0.040030758,True,False,80,02:29:29,2016-10-20
3469,there will be no amnesty!#makeamericagreatagain,2016-09-01 04:58:00,6376,17672,7.71e+17,0.037780345,0.045217053,0.040011358,True,False,47,04:58:00,2016-09-01
3470,just got back from colorado. the love and enthusiasm at two rallies was incredible. big crowds!,2016-07-30 16:29:17,5341,23264,7.59e+17,0.031647557,0.059525210999999995,0.040010853,False,False,95,16:29:17,2016-07-30
3471,our thoughts are with the forces fighting isis in iraq. we must never back down against this extreme radical islami?,2016-10-17 17:50:57,6599,16438,7.88e+17,0.039101709,0.042059637999999996,0.039989088,True,False,116,17:50:57,2016-10-17
3472,crooked hillary clinton looks presidential? i don't think so! four more years of obama and our country will never come back. isis laughs!,2016-05-20 10:08:49,6192,18623,7.34e+17,0.036690072000000004,0.047650360999999995,0.039978159,False,False,137,10:08:49,2016-05-20
3473,when will president obama issue the words radical islamic terrorism? he can't say it and unless he will the problem will not be solved!,2015-11-15 14:18:42,7037,14047,6.66e+17,0.041697034,0.035941826,0.039970472,False,False,135,14:18:42,2015-11-15
3474,wow kasich didn't qualify to run in the state of pennsylvania not enough signatures. big problem!,2016-03-13 03:30:04,6427,17343,7.09e+17,0.038082541,0.04437524599999999,0.039970352,False,False,97,03:30:04,2016-03-13
3475,these crimes won't be happening if i'm elected potus. killer should have never been here. #americafirst,2016-07-01 16:43:00,6938,14580,7.49e+17,0.04111042,0.037305604,0.039968975,True,False,103,16:43:00,2016-07-01
3476,thank you illinois! #supertuesday #makeamericagreatagain #trump2016,2016-03-16 01:48:52,6350,17746,7.1e+17,0.037626285,0.045406395999999995,0.039960317999999995,True,False,67,01:48:52,2016-03-16
3477,join me in bedford new hampshire- tomorrow at 3:00pm. can't wait to see everyone! #americafirst #maga?,2016-09-29 03:23:07,6539,16674,7.81e+17,0.038746186,0.042663487,0.039921376,True,False,102,03:23:07,2016-09-29
3478,congratulations to my son eric on the fantastic job he has done in rebuilding turnberry and its great ailsa course. always support kids!,2016-06-24 00:58:06,5187,23976,7.46e+17,0.030735046000000002,0.061346992999999995,0.03991863,False,False,136,00:58:06,2016-06-24
3479,thank you mississippi! #trump2016,2016-03-09 01:28:00,6133,18849,7.07e+17,0.036340473,0.048228623,0.039906918,False,False,33,01:28:00,2016-03-09
3480,join me live in louisiana! tomorrow we need you to go to the polls send john kennedy to the u.s. senate.,2016-12-09 19:42:00,5347,23051,8.07e+17,0.03168311,0.058980211,0.03987224,True,False,104,19:42:00,2016-12-09
3481,great evening in canton ohio-thank you! we are going to make america great again! join us:,2016-09-15 00:57:20,6137,18778,7.76e+17,0.036364175,0.048046957,0.03986901,True,False,90,00:57:20,2016-09-15
3482,"thank you to donald rumsfeld for the endorsement. very much appreciated. clinton's conduct has been ""disqualifying.""",2016-06-23 13:13:22,5908,19957,7.46e+17,0.035007259,0.051063645,0.039824174,False,False,116,13:13:22,2016-06-23
3483,i am in indiana where we just had a great rally. fantastic people! staying at a holiday inn express - new and clean not bad!,2016-04-28 03:17:17,5543,21758,7.26e+17,0.032844488,0.055671834,0.039692692,False,False,124,03:17:17,2016-04-28
3484,a big day for new york and for our country! make america great again!,2016-04-19 12:13:34,6415,17019,7.22e+17,0.038011436,0.043546233,0.039671875,False,False,69,12:13:34,2016-04-19
3485,this is more than a campaign- it is a movement. #makeamericagreatagainsign up today we will win!,2016-09-23 01:17:50,6133,18487,7.79e+17,0.036340473,0.04730238,0.039629045,True,False,96,01:17:50,2016-09-23
3486,what a great night. thank you south carolina a special place with truly amazing people! love,2016-02-21 03:01:10,5940,19522,7.01e+17,0.035196871,0.049950617,0.039622995,False,False,92,03:01:10,2016-02-21
3487,as the days and weeks go by we see what a total mess our country (and world) is in - crooked hillary clinton led obama into bad decisions!,2016-07-17 11:55:21,5922,19592,7.55e+17,0.035090214,0.050129725,0.039602068,False,False,138,11:55:21,2016-07-17
3488,we are asking law enforcement to check for dishonest early voting in florida- on behalf of little marco rubio. no way to run a country!,2016-03-12 18:07:00,6473,16606,7.09e+17,0.038355109,0.042489497,0.039595425,False,False,135,18:07:00,2016-03-12
3489,our country is stagnant. we?ve lost jobs and business. we don?t make things anymore b/c of the bill hillary?s husband signed and she blessed,2016-10-20 01:51:49,6406,16968,7.89e+17,0.037958107000000005,0.04341574,0.039595397000000004,False,False,140,01:51:49,2016-10-20
3490,the reporting at the failing @nytimes gets worse and worse by the day. fortunately it is a dying newspaper.,2016-08-19 12:43:37,5721,20652,7.67e+17,0.033899209,0.05284193,0.039582025,False,True,107,12:43:37,2016-08-19
3491,just arrived in cleveland ohio- join governor @mike_pence and i now live via:,2016-10-22 23:08:25,6387,17045,7.9e+17,0.037845525,0.043612759,0.039575695,True,True,77,23:08:25,2016-10-22
3492,if hillary thinks she can unleash her husband with his terrible record of women abuse while playing the women's card on me she's wrong!,2015-12-28 12:12:10,6737,15153,6.81e+17,0.039919415,0.03877173,0.039575109,False,False,135,12:12:10,2015-12-28
3493,the totally unexpected loss of supreme court justice antonin scalia is a massive setback for the conservative movement and our country!,2016-02-13 22:34:25,6564,16081,6.99e+17,0.038894321,0.041146188,0.039569881,False,False,135,22:34:25,2016-02-13
3494,will be participating in a town hall event- hosted by @seanhannity tonight at 10pme on @foxnews. enjoy!,2016-08-17 22:25:02,5751,20390,7.66e+17,0.034076971,0.052171555,0.039505346000000004,True,True,103,22:25:02,2016-08-17
3495,the media is on a new phony kick about my management style. i spend much less money get much better results! what we need as prez!,2016-05-28 20:28:40,5840,19898,7.37e+17,0.034604331,0.050912682,0.039496837,False,False,130,20:28:40,2016-05-28
3496,join me in naples florida this evening at 6:00pm! tickets:,2016-10-23 17:56:43,6349,17147,7.9e+17,0.03762036,0.043873744000000006,0.039496375,True,False,58,17:56:43,2016-10-23
3497,on saturday a great man elie wiesel passed away.the world is a better place because of him and his belief that good can triumph over evil!,2016-07-03 20:47:00,5609,21129,7.5e+17,0.033235564,0.054062422,0.039483621,False,False,138,20:47:00,2016-07-03
3498,.@djohnsonpga we are so proud of you dustin. your reaction under pressure was amazing. first of many majors. you are a true champion!,2016-06-20 01:22:16,5605,21147,7.45e+17,0.033211863,0.054108478,0.039480847,False,True,133,01:22:16,2016-06-20
3499,joint press conference with prime minister saad hariri of lebanon beginning shortly. join us,2017-07-25 19:07:42,4586,26651,8.9e+17,0.027173881,0.06819147099999999,0.039479158,True,False,92,19:07:42,2017-07-25
3500,crooked hillary said that i want guns brought into the school classroom. wrong!,2016-05-22 03:55:39,5991,18991,7.34e+17,0.035499067,0.048591957000000005,0.039426934,False,False,79,03:55:39,2016-05-22
3501,just watched @meetthepress and how totally biased against me chuck todd and the entire show is against me.the good news-the people get it!,2016-07-03 17:40:00,5810,19956,7.5e+17,0.034426569,0.051061086,0.039416924,False,True,138,17:40:00,2016-07-03
3502,thank you indiana! #trump2016,2016-05-01 13:59:00,6359,16955,7.27e+17,0.037679614,0.043382477,0.039390472999999995,True,False,29,13:59:00,2016-05-01
3503,join me in reno nevada on wednesday at 3:30pm at the reno-sparks convention center! #magatickets:?,2016-10-04 03:39:00,6603,15621,7.83e+17,0.039125411,0.039969193,0.039378546,True,False,98,03:39:00,2016-10-04
3504,top suspect in paris massacre salah abdeslam who also knew of the brussels attack is no longer talking. weak leaders ridiculous laws!,2016-03-26 02:43:18,6206,17753,7.14e+17,0.036773028,0.045424306,0.039368411,False,False,133,02:43:18,2016-03-26
3505,is supreme court justice ruth bader ginsburg going to apologize to me for her misconduct? big mistake by an incompetent judge!,2016-07-13 22:26:20,5629,20870,7.53e+17,0.033354072,0.053399722999999996,0.039367767000000005,False,False,126,22:26:20,2016-07-13
3506,the endorsement of me by the 16500 border patrol agents was the first time that they ever endorsed a presidential candidate. nice!,2016-05-30 11:05:34,5564,21201,7.37e+17,0.032968921,0.054246647,0.039352239,False,False,130,11:05:34,2016-05-30
3507,thank you hawaii! #trump2016,2016-03-09 07:36:00,5725,20297,7.07e+17,0.033922911,0.051933597000000005,0.039326117,False,False,28,07:36:00,2016-03-09
3508,thank you des moines iowa! governor @mike_pence and i appreciate your support! #maga #trumptrain,2016-08-05 22:42:00,5826,19743,7.62e+17,0.034521376,0.050516085999999995,0.039319789,True,True,96,22:42:00,2016-08-05
3509,'scandals surround clinton's gatekeeper at state'#draintheswamp,2016-10-19 18:05:18,7052,13106,7.89e+17,0.041785915,0.033534105,0.039310372,True,False,63,18:05:18,2016-10-19
3510,great meeting all of you. this group knocked on 50k doors counting here in maine thank you! @mainegop,2016-08-04 19:16:00,5896,19342,7.61e+17,0.034936154,0.049490054000000006,0.039302324,True,True,101,19:16:00,2016-08-04
3511,now that george bush is campaigning for jeb(!) is he fair game for questions about world trade center iraq war and eco collapse? careful!,2016-02-15 14:04:31,6473,16203,6.99e+17,0.038355109,0.041458347,0.039286081,False,False,137,14:04:31,2016-02-15
3512,thank you for your support of my candidacy! #maga #imwithyou,2016-08-03 23:10:00,5699,20298,7.61e+17,0.03376885,0.051936156,0.039219042,True,False,60,23:10:00,2016-08-03
3513,will be in bangor maine today at 3pm- join me! #magatickets:,2016-10-15 12:17:06,6431,16342,7.87e+17,0.038106242,0.041814004,0.039218571,True,False,60,12:17:06,2016-10-15
3514,here is another cnn lie. the clinton news network is losing all credibility. i?m not watching it much anymore.,2016-06-23 19:35:45,6769,14504,7.46e+17,0.040109027,0.037111144,0.039209662,True,False,110,19:35:45,2016-06-23
3515,meet the amazing mother whose letter i read during my speech. she lost her son to policies supported by clinton.,2016-06-23 21:36:06,6775,14471,7.46e+17,0.04014458,0.037026708,0.039209218,True,False,112,21:36:06,2016-06-23
3516,missouri just confirmed #trump2016 as the official winner- with an additional 12 delegates. #makeamericagreatagain,2016-04-12 16:02:00,6038,18377,7.2e+17,0.035777561,0.047020925,0.03915057,True,False,114,16:02:00,2016-04-12
3517,this was the reporters statement- when she found out there was tape from my facility she changed her tune.,2016-03-29 19:18:53,6695,14825,7.15e+17,0.039670548,0.037932481000000004,0.039149128,True,False,106,19:18:53,2016-03-29
3518,13 states have voter registration deadlines today: fl oh pa mi ga tx nm in la tn ar ky sc.register:,2016-10-11 16:11:00,6824,14121,7.86e+17,0.040434924,0.036131168,0.039143798,True,False,99,16:11:00,2016-10-11
3519,you need both a public and a private position@hillaryclinton #debates2016,2016-10-10 01:51:00,6914,13600,7.85e+17,0.04096821,0.034798094,0.039117175,True,True,73,01:51:00,2016-10-10
3520,.@hillaryclinton sneers at millions of average #vpdebate #bigleaguetruth,2016-10-05 01:46:00,6261,17113,7.83e+17,0.037098925,0.04378674900000001,0.039105272,True,True,72,01:46:00,2016-10-05
